Record_ID,Year,Month,Quarter,Model,Variant,Category,List_Price,Promo_Discount_Percent,Promo_Price,Available_Stock,Avg_Daily_Sales,Days_of_Supply,Stock_Status,Import_Cost,Profit_Margin
279,2022,9,Q3,Corolla,GLI,Sedan,84871,0,84871,73,1,73,Full,46679,38191
280,2022,9,Q3,Corolla,SE,Sedan,91158,3,88423,53,1,53,Full,50136,41021
281,2022,9,Q3,Corolla,Hybrid,Sedan,97445,7,90623,65,3,21,Balanced,53594,43850
282,2022,9,Q3,Land Cruiser,GX,SUV,231725,0,231725,41,2,20,Balanced,127448,104276
283,2022,9,Q3,Land Cruiser,VX,SUV,250263,0,250263,60,1,60,Full,137644,112618
284,2022,9,Q3,Land Cruiser,VXR,SUV,268801,0,268801,60,1,60,Full,147840,120960
285,2022,9,Q3,Land Cruiser,GR Sport,SUV,287339,15,244238,49,2,24,Balanced,158036,129302
286,2022,9,Q3,RAV4,LE,SUV,105787,10,95208,36,1,36,Balanced,58182,47604
287,2022,9,Q3,RAV4,XLE,SUV,114250,0,114250,52,1,52,Full,62837,51412
288,2022,9,Q3,RAV4,Adventure,SUV,122713,0,122713,40,1,40,Balanced,67492,55220
289,2022,9,Q3,RAV4,Hybrid,SUV,131176,3,127240,45,2,22,Balanced,72146,59029
290,2022,9,Q3,Hilux,GL,Pickup,85637,7,79642,38,1,38,Balanced,47100,38536
291,2022,9,Q3,Hilux,SR5,Pickup,92488,5,87863,96,4,24,Balanced,50868,41619
292,2022,9,Q3,Hilux,TRD,Pickup,99339,10,89405,43,1,43,Balanced,54636,44702
293,2022,9,Q3,Fortuner,GX,SUV,136012,3,131931,48,1,48,Full,74806,61205
294,2022,9,Q3,Fortuner,VX,SUV,146893,0,146893,80,2,40,Balanced,80791,66101
295,2022,9,Q3,Fortuner,TRD Sportivo,SUV,157774,10,141996,68,3,22,Balanced,86775,70998
296,2022,9,Q3,Yaris,Y,Hatchback,58435,7,54344,21,1,21,Balanced,32139,26295
297,2022,9,Q3,Yaris,Y+,Hatchback,63109,3,61215,45,1,45,Full,34709,28399
298,2022,9,Q3,Yaris,GL,Hatchback,67784,0,67784,36,1,36,Balanced,37281,30502
299,2022,9,Q3,Avalon,XLE,Sedan,146087,15,124173,5,1,5,Low,80347,65739
300,2022,9,Q3,Avalon,Limited,Sedan,157774,10,141996,24,1,24,Balanced,86775,70998
301,2022,9,Q3,Avalon,Touring,Sedan,169461,15,144041,13,1,13,Low,93203,76257
302,2022,9,Q3,C-HR,LE,SUV,92690,10,83421,46,2,23,Balanced,50979,41710
303,2022,9,Q3,C-HR,XLE,SUV,100105,10,90094,24,1,24,Balanced,55057,45047
304,2022,9,Q3,Supra,2.0,Sports,282100,0,282100,50,2,25,Balanced,155155,126945
305,2022,9,Q3,Supra,3.0,Sports,304668,10,274201,23,1,23,Balanced,167567,137100
306,2022,9,Q3,Supra,A91 Edition,Sports,327236,7,304329,71,2,35,Balanced,179979,147256
307,2022,10,Q4,Camry,LE,Sedan,102850,10,92565,42,1,42,Balanced,56567,46282
308,2022,10,Q4,Camry,SE,Sedan,111078,3,107745,19,1,19,Balanced,61092,49985
309,2022,10,Q4,Camry,XLE,Sedan,119306,0,119306,33,1,33,Balanced,65618,53687
310,2022,10,Q4,Camry,Hybrid LE,Sedan,127534,3,123707,83,2,41,Balanced,70143,57390
311,2022,10,Q4,Camry,Hybrid XLE,Sedan,135762,0,135762,58,2,29,Balanced,74669,61092
312,2022,10,Q4,Corolla,XLI,Sedan,78650,10,70785,55,1,55,Full,43257,35392
313,2022,10,Q4,Corolla,GLI,Sedan,84942,0,84942,50,1,50,Full,46718,38223
314,2022,10,Q4,Corolla,SE,Sedan,91234,15,77548,52,3,17,Balanced,50178,41055
315,2022,10,Q4,Corolla,Hybrid,Sedan,97526,5,92649,44,1,44,Balanced,53639,43886
316,2022,10,Q4,Land Cruiser,GX,SUV,231916,5,220320,43,1,43,Balanced,127553,104362
317,2022,10,Q4,Land Cruiser,VX,SUV,250470,0,250470,59,3,19,Balanced,137758,112711
318,2022,10,Q4,Land Cruiser,VXR,SUV,269023,0,269023,15,1,15,Balanced,147962,121060
319,2022,10,Q4,Land Cruiser,GR Sport,SUV,287576,7,267445,87,2,43,Balanced,158166,129409
320,2022,10,Q4,RAV4,LE,SUV,105875,10,95287,39,1,39,Balanced,58231,47643
321,2022,10,Q4,RAV4,XLE,SUV,114345,0,114345,75,4,18,Balanced,62889,51455
322,2022,10,Q4,RAV4,Adventure,SUV,122815,7,114217,87,2,43,Balanced,67548,55266
323,2022,10,Q4,RAV4,Hybrid,SUV,131285,5,124720,66,1,66,Full,72206,59078
324,2022,10,Q4,Hilux,GL,Pickup,85708,10,77137,58,1,58,Full,47139,38568
325,2022,10,Q4,Hilux,SR5,Pickup,92565,10,83308,49,1,49,Full,50910,41654
326,2022,10,Q4,Hilux,TRD,Pickup,99421,0,99421,41,1,41,Balanced,54681,44739
327,2022,10,Q4,Fortuner,GX,SUV,136125,0,136125,66,2,33,Balanced,74868,61256
328,2022,10,Q4,Fortuner,VX,SUV,147015,0,147015,23,1,23,Balanced,80858,66156
329,2022,10,Q4,Fortuner,TRD Sportivo,SUV,157905,5,150009,76,2,38,Balanced,86847,71057
330,2022,10,Q4,Yaris,Y,Hatchback,58483,3,56728,76,3,25,Balanced,32165,26317
331,2022,10,Q4,Yaris,Y+,Hatchback,63162,0,63162,40,1,40,Balanced,34739,28422
332,2022,10,Q4,Yaris,GL,Hatchback,67840,7,63091,75,1,75,Full,37312,30528
333,2022,10,Q4,Avalon,XLE,Sedan,146208,15,124276,25,1,25,Balanced,80414,65793
334,2022,10,Q4,Avalon,Limited,Sedan,157905,5,150009,80,1,80,Full,86847,71057
335,2022,10,Q4,Avalon,Touring,Sedan,169601,0,169601,44,1,44,Balanced,93280,76320
336,2022,10,Q4,C-HR,LE,SUV,92766,10,83489,5,1,5,Low,51021,41744
337,2022,10,Q4,C-HR,XLE,SUV,100188,7,93174,52,1,52,Full,55103,45084
338,2022,10,Q4,Supra,2.0,Sports,282333,0,282333,66,2,33,Balanced,155283,127049
339,2022,10,Q4,Supra,3.0,Sports,304920,7,283575,33,1,33,Balanced,167706,137214
340,2022,10,Q4,Supra,A91 Edition,Sports,327506,0,327506,7,1,7,Low,180128,147377
341,2022,11,Q4,Camry,LE,Sedan,102935,10,92641,65,1,65,Full,56614,46320
342,2022,11,Q4,Camry,SE,Sedan,111169,0,111169,78,3,26,Balanced,61142,50026
343,2022,11,Q4,Camry,XLE,Sedan,119404,0,119404,34,1,34,Balanced,65672,53731
344,2022,11,Q4,Camry,Hybrid LE,Sedan,127639,3,123809,29,1,29,Balanced,70201,57437
345,2022,11,Q4,Camry,Hybrid XLE,Sedan,135874,3,131797,72,4,18,Balanced,74730,61143
346,2022,11,Q4,Corolla,XLI,Sedan,78715,0,78715,49,1,49,Full,43293,35421
347,2022,11,Q4,Corolla,GLI,Sedan,85012,15,72260,42,2,21,Balanced,46756,38255
348,2022,11,Q4,Corolla,SE,Sedan,91309,0,91309,71,1,71,Full,50219,41089
349,2022,11,Q4,Corolla,Hybrid,Sedan,97606,0,97606,56,1,56,Full,53683,43922
350,2022,11,Q4,Land Cruiser,GX,SUV,232108,5,220502,26,1,26,Balanced,127659,104448
351,2022,11,Q4,Land Cruiser,VX,SUV,250677,15,213075,65,1,65,Full,137872,112804
352,2022,11,Q4,Land Cruiser,VXR,SUV,269245,5,255782,49,1,49,Full,148084,121160
353,2022,11,Q4,Land Cruiser,GR Sport,SUV,287814,5,273423,64,2,32,Balanced,158297,129516
354,2022,11,Q4,RAV4,LE,SUV,105962,15,90067,46,2,23,Balanced,58279,47682
355,2022,11,Q4,RAV4,XLE,SUV,114439,0,114439,80,2,40,Balanced,62941,51497
356,2022,11,Q4,RAV4,Adventure,SUV,122916,0,122916,46,2,23,Balanced,67603,55312
357,2022,11,Q4,RAV4,Hybrid,SUV,131393,0,131393,39,1,39,Balanced,72266,59126
358,2022,11,Q4,Hilux,GL,Pickup,85779,5,81490,51,1,51,Full,47178,38600
359,2022,11,Q4,Hilux,SR5,Pickup,92641,10,83376,42,1,42,Balanced,50952,41688
360,2022,11,Q4,Hilux,TRD,Pickup,99503,10,89552,68,1,68,Full,54726,44776
361,2022,11,Q4,Fortuner,GX,SUV,136237,7,126700,49,1,49,Full,74930,61306
362,2022,11,Q4,Fortuner,VX,SUV,147136,3,142721,80,3,26,Balanced,80924,66211
363,2022,11,Q4,Fortuner,TRD Sportivo,SUV,158035,10,142231,45,1,45,Full,86919,71115
364,2022,11,Q4,Yaris,Y,Hatchback,58531,3,56775,59,3,19,Balanced,32192,26338
365,2022,11,Q4,Yaris,Y+,Hatchback,63214,15,53731,11,1,11,Low,34767,28446
366,2022,11,Q4,Yaris,GL,Hatchback,67896,5,64501,68,1,68,Full,37342,30553
367,2022,11,Q4,Avalon,XLE,Sedan,146329,0,146329,37,1,37,Balanced,80480,65848
368,2022,11,Q4,Avalon,Limited,Sedan,158035,0,158035,93,3,31,Balanced,86919,71115
369,2022,11,Q4,Avalon,Touring,Sedan,169741,0,169741,31,1,31,Balanced,93357,76383
370,2022,11,Q4,C-HR,LE,SUV,92843,0,92843,33,1,33,Balanced,51063,41779
371,2022,11,Q4,C-HR,XLE,SUV,100270,0,100270,70,1,70,Full,55148,45121
372,2022,11,Q4,Supra,2.0,Sports,282566,0,282566,93,4,23,Balanced,155411,127154
373,2022,11,Q4,Supra,3.0,Sports,305172,5,289913,38,2,19,Balanced,167844,137327
374,2022,11,Q4,Supra,A91 Edition,Sports,327777,15,278610,70,1,70,Full,180277,147499
375,2022,12,Q4,Camry,LE,Sedan,103020,10,92718,75,1,75,Full,56661,46359
376,2022,12,Q4,Camry,SE,Sedan,111261,10,100134,90,2,45,Full,61193,50067
377,2022,12,Q4,Camry,XLE,Sedan,119503,7,111137,31,1,31,Balanced,65726,53776
378,2022,12,Q4,Camry,Hybrid LE,Sedan,127744,3,123911,61,3,20,Balanced,70259,57484
379,2022,12,Q4,Camry,Hybrid XLE,Sedan,135986,15,115588,23,1,23,Balanced,74792,61193
380,2022,12,Q4,Corolla,XLI,Sedan,78780,0,78780,34,1,34,Balanced,43329,35451
381,2022,12,Q4,Corolla,GLI,Sedan,85082,5,80827,64,2,32,Balanced,46795,38286
382,2022,12,Q4,Corolla,SE,Sedan,91384,15,77676,82,2,41,Balanced,50261,41122
383,2022,12,Q4,Corolla,Hybrid,Sedan,97687,0,97687,36,1,36,Balanced,53727,43959
384,2022,12,Q4,Land Cruiser,GX,SUV,232300,0,232300,40,1,40,Balanced,127765,104535
385,2022,12,Q4,Land Cruiser,VX,SUV,250884,3,243357,62,1,62,Full,137986,112897
386,2022,12,Q4,Land Cruiser,VXR,SUV,269468,7,250605,55,1,55,Full,148207,121260
387,2022,12,Q4,Land Cruiser,GR Sport,SUV,288052,0,288052,73,3,24,Balanced,158428,129623
388,2022,12,Q4,RAV4,LE,SUV,106050,5,100747,33,2,16,Balanced,58327,47722
389,2022,12,Q4,RAV4,XLE,SUV,114534,0,114534,91,2,45,Full,62993,51540
390,2022,12,Q4,RAV4,Adventure,SUV,123018,0,123018,74,2,37,Balanced,67659,55358
391,2022,12,Q4,RAV4,Hybrid,SUV,131502,0,131502,46,1,46,Full,72326,59175
392,2022,12,Q4,Hilux,GL,Pickup,85850,15,72972,28,1,28,Balanced,47217,38632
393,2022,12,Q4,Hilux,SR5,Pickup,92718,5,88082,72,1,72,Full,50994,41723
394,2022,12,Q4,Hilux,TRD,Pickup,99586,10,89627,45,2,22,Balanced,54772,44813
395,2022,12,Q4,Fortuner,GX,SUV,136350,5,129532,44,2,22,Balanced,74992,61357
396,2022,12,Q4,Fortuner,VX,SUV,147258,5,139895,76,2,38,Balanced,80991,66266
397,2022,12,Q4,Fortuner,TRD Sportivo,SUV,158166,7,147094,74,1,74,Full,86991,71174
398,2022,12,Q4,Yaris,Y,Hatchback,58580,15,49793,65,2,32,Balanced,32219,26361
399,2022,12,Q4,Yaris,Y+,Hatchback,63266,3,61368,53,2,26,Balanced,34796,28469
400,2022,12,Q4,Yaris,GL,Hatchback,67952,0,67952,43,1,43,Balanced,37373,30578
401,2022,12,Q4,Avalon,XLE,Sedan,146450,0,146450,65,2,32,Balanced,80547,65902
402,2022,12,Q4,Avalon,Limited,Sedan,158166,10,142349,52,3,17,Balanced,86991,71174
403,2022,12,Q4,Avalon,Touring,Sedan,169882,10,152893,36,1,36,Balanced,93435,76446
404,2022,12,Q4,C-HR,LE,SUV,92920,0,92920,41,1,41,Balanced,51106,41814
405,2022,12,Q4,C-HR,XLE,SUV,100353,0,100353,42,1,42,Balanced,55194,45158
406,2022,12,Q4,Supra,2.0,Sports,282800,5,268660,48,2,24,Balanced,155540,127260
407,2022,12,Q4,Supra,3.0,Sports,305424,0,305424,46,1,46,Full,167983,137440
408,2022,12,Q4,Supra,A91 Edition,Sports,328048,3,318206,5,1,5,Low,180426,147621
409,2023,1,Q1,Camry,LE,Sedan,105145,5,99887,30,1,30,Balanced,57829,47315
410,2023,1,Q1,Camry,SE,Sedan,113556,3,110149,78,3,26,Balanced,62455,51100
411,2023,1,Q1,Camry,XLE,Sedan,121968,3,118308,57,1,57,Full,67082,54885
412,2023,1,Q1,Camry,Hybrid LE,Sedan,130379,15,110822,23,1,23,Balanced,71708,58670
413,2023,1,Q1,Camry,Hybrid XLE,Sedan,138791,0,138791,76,2,38,Balanced,76335,62455
414,2023,1,Q1,Corolla,XLI,Sedan,80405,3,77992,53,1,53,Full,44222,36182
415,2023,1,Q1,Corolla,GLI,Sedan,86837,10,78153,41,1,41,Balanced,47760,39076
416,2023,1,Q1,Corolla,SE,Sedan,93269,0,93269,26,1,26,Balanced,51297,41971
417,2023,1,Q1,Corolla,Hybrid,Sedan,99702,10,89731,39,1,39,Balanced,54836,44865
418,2023,1,Q1,Land Cruiser,GX,SUV,237091,5,225236,83,2,41,Balanced,130400,106690
419,2023,1,Q1,Land Cruiser,VX,SUV,256058,3,248376,61,2,30,Balanced,140831,115226
420,2023,1,Q1,Land Cruiser,VXR,SUV,275026,0,275026,65,2,32,Balanced,151264,123761
421,2023,1,Q1,Land Cruiser,GR Sport,SUV,293993,15,249894,77,4,19,Balanced,161696,132296
422,2023,1,Q1,RAV4,LE,SUV,108237,0,108237,81,2,40,Balanced,59530,48706
423,2023,1,Q1,RAV4,XLE,SUV,116896,0,116896,51,1,51,Full,64292,52603
424,2023,1,Q1,RAV4,Adventure,SUV,125555,3,121788,42,2,21,Balanced,69055,56499
425,2023,1,Q1,RAV4,Hybrid,SUV,134214,0,134214,36,1,36,Balanced,73817,60396
426,2023,1,Q1,Hilux,GL,Pickup,87620,0,87620,57,2,28,Balanced,48191,39429
427,2023,1,Q1,Hilux,SR5,Pickup,94630,15,80435,56,1,56,Full,52046,42583
428,2023,1,Q1,Hilux,TRD,Pickup,101640,0,101640,48,1,48,Full,55902,45738
429,2023,1,Q1,Fortuner,GX,SUV,139162,3,134987,70,2,35,Balanced,76539,62622
430,2023,1,Q1,Fortuner,VX,SUV,150295,0,150295,20,1,20,Balanced,82662,67632
431,2023,1,Q1,Fortuner,TRD Sportivo,SUV,161428,3,156585,22,1,22,Balanced,88785,72642
432,2023,1,Q1,Yaris,Y,Hatchback,59788,0,59788,18,1,18,Balanced,32883,26904
433,2023,1,Q1,Yaris,Y+,Hatchback,64571,5,61342,92,2,46,Full,35514,29056
434,2023,1,Q1,Yaris,GL,Hatchback,69354,3,67273,83,4,20,Balanced,38144,31209
435,2023,1,Q1,Avalon,XLE,Sedan,149470,0,149470,58,2,29,Balanced,82208,67261
436,2023,1,Q1,Avalon,Limited,Sedan,161428,0,161428,54,1,54,Full,88785,72642
437,2023,1,Q1,Avalon,Touring,Sedan,173386,15,147378,60,1,60,Full,95362,78023
438,2023,1,Q1,C-HR,LE,SUV,94836,10,85352,42,1,42,Balanced,52159,42676
439,2023,1,Q1,C-HR,XLE,SUV,102423,7,95253,77,2,38,Balanced,56332,46090
440,2023,1,Q1,Supra,2.0,Sports,288633,10,259769,35,1,35,Balanced,158748,129884
441,2023,1,Q1,Supra,3.0,Sports,311724,5,296137,57,2,28,Balanced,171448,140275
442,2023,1,Q1,Supra,A91 Edition,Sports,334814,0,334814,39,1,39,Balanced,184147,150666
443,2023,2,Q1,Camry,LE,Sedan,105230,10,94707,48,1,48,Full,57876,47353
444,2023,2,Q1,Camry,SE,Sedan,113648,3,110238,51,1,51,Full,62506,51141
445,2023,2,Q1,Camry,XLE,Sedan,122066,0,122066,17,1,17,Balanced,67136,54929
446,2023,2,Q1,Camry,Hybrid LE,Sedan,130485,3,126570,21,1,21,Balanced,71766,58718
447,2023,2,Q1,Camry,Hybrid XLE,Sedan,138903,5,131957,45,1,45,Full,76396,62506
448,2023,2,Q1,Corolla,XLI,Sedan,80470,3,78055,57,2,28,Balanced,44258,36211
449,2023,2,Q1,Corolla,GLI,Sedan,86907,0,86907,68,3,22,Balanced,47798,39108
450,2023,2,Q1,Corolla,SE,Sedan,93345,0,93345,48,2,24,Balanced,51339,42005
451,2023,2,Q1,Corolla,Hybrid,Sedan,99782,0,99782,36,1,36,Balanced,54880,44901
452,2023,2,Q1,Land Cruiser,GX,SUV,237283,0,237283,52,1,52,Full,130505,106777
453,2023,2,Q1,Land Cruiser,VX,SUV,256266,10,230639,13,1,13,Low,140946,115319
454,2023,2,Q1,Land Cruiser,VXR,SUV,275248,10,247723,36,1,36,Balanced,151386,123861
455,2023,2,Q1,Land Cruiser,GR Sport,SUV,294231,3,285404,60,1,60,Full,161827,132403
456,2023,2,Q1,RAV4,LE,SUV,108325,5,102908,64,2,32,Balanced,59578,48746
457,2023,2,Q1,RAV4,XLE,SUV,116991,10,105291,56,1,56,Full,64345,52645
458,2023,2,Q1,RAV4,Adventure,SUV,125657,7,116861,75,3,25,Balanced,69111,56545
459,2023,2,Q1,RAV4,Hybrid,SUV,134323,0,134323,55,1,55,Full,73877,60445
460,2023,2,Q1,Hilux,GL,Pickup,87691,15,74537,52,1,52,Full,48230,39460
461,2023,2,Q1,Hilux,SR5,Pickup,94707,10,85236,41,1,41,Balanced,52088,42618
462,2023,2,Q1,Hilux,TRD,Pickup,101722,7,94601,19,1,19,Balanced,55947,45774
463,2023,2,Q1,Fortuner,GX,SUV,139275,3,135096,61,2,30,Balanced,76601,62673
464,2023,2,Q1,Fortuner,VX,SUV,150417,10,135375,19,1,19,Balanced,82729,67687
465,2023,2,Q1,Fortuner,TRD Sportivo,SUV,161559,0,161559,50,1,50,Full,88857,72701
466,2023,2,Q1,Yaris,Y,Hatchback,59836,15,50860,39,1,39,Balanced,32909,26926
467,2023,2,Q1,Yaris,Y+,Hatchback,64623,3,62684,35,1,35,Balanced,35542,29080
468,2023,2,Q1,Yaris,GL,Hatchback,69410,5,65939,28,1,28,Balanced,38175,31234
469,2023,2,Q1,Avalon,XLE,Sedan,149591,10,134631,89,3,29,Balanced,82275,67315
470,2023,2,Q1,Avalon,Limited,Sedan,161559,0,161559,86,5,17,Balanced,88857,72701
471,2023,2,Q1,Avalon,Touring,Sedan,173526,10,156173,98,6,16,Balanced,95439,78086
472,2023,2,Q1,C-HR,LE,SUV,94913,0,94913,56,3,18,Balanced,52202,42710
473,2023,2,Q1,C-HR,XLE,SUV,102506,0,102506,41,1,41,Balanced,56378,46127
474,2023,2,Q1,Supra,2.0,Sports,288866,10,259979,44,1,44,Balanced,158876,129989
475,2023,2,Q1,Supra,3.0,Sports,311976,7,290137,5,1,5,Low,171586,140389
476,2023,2,Q1,Supra,A91 Edition,Sports,335085,0,335085,9,1,9,Low,184296,150788
477,2023,3,Q1,Camry,LE,Sedan,105315,3,102155,58,1,58,Full,57923,47391
478,2023,3,Q1,Camry,SE,Sedan,113740,3,110327,29,1,29,Balanced,62557,51183
479,2023,3,Q1,Camry,XLE,Sedan,122165,10,109948,60,1,60,Full,67190,54974
480,2023,3,Q1,Camry,Hybrid LE,Sedan,130590,0,130590,61,1,61,Full,71824,58765
481,2023,3,Q1,Camry,Hybrid XLE,Sedan,139015,0,139015,55,1,55,Full,76458,62556
482,2023,3,Q1,Corolla,XLI,Sedan,80535,7,74897,32,1,32,Balanced,44294,36240
483,2023,3,Q1,Corolla,GLI,Sedan,86977,5,82628,84,2,42,Balanced,47837,39139
484,2023,3,Q1,Corolla,SE,Sedan,93420,0,93420,41,1,41,Balanced,51381,42039
485,2023,3,Q1,Corolla,Hybrid,Sedan,99863,0,99863,29,1,29,Balanced,54924,44938
486,2023,3,Q1,Land Cruiser,GX,SUV,237475,7,220851,34,1,34,Balanced,130611,106863
487,2023,3,Q1,Land Cruiser,VX,SUV,256473,5,243649,30,1,30,Balanced,141060,115412
488,2023,3,Q1,Land Cruiser,VXR,SUV,275471,0,275471,92,4,23,Balanced,151509,123961
489,2023,3,Q1,Land Cruiser,GR Sport,SUV,294469,0,294469,54,1,54,Full,161957,132511
490,2023,3,Q1,RAV4,LE,SUV,108412,10,97570,31,1,31,Balanced,59626,48785
491,2023,3,Q1,RAV4,XLE,SUV,117085,7,108889,20,1,20,Balanced,64396,52688
492,2023,3,Q1,RAV4,Adventure,SUV,125758,3,121985,51,2,25,Balanced,69166,56591
493,2023,3,Q1,RAV4,Hybrid,SUV,134431,0,134431,32,1,32,Balanced,73937,60493
494,2023,3,Q1,Hilux,GL,Pickup,87762,5,83373,45,2,22,Balanced,48269,39492
495,2023,3,Q1,Hilux,SR5,Pickup,94783,0,94783,71,2,35,Balanced,52130,42652
496,2023,3,Q1,Hilux,TRD,Pickup,101804,5,96713,90,3,30,Balanced,55992,45811
497,2023,3,Q1,Fortuner,GX,SUV,139387,0,139387,55,2,27,Balanced,76662,62724
498,2023,3,Q1,Fortuner,VX,SUV,150538,0,150538,50,2,25,Balanced,82795,67742
499,2023,3,Q1,Fortuner,TRD Sportivo,SUV,161689,0,161689,86,5,17,Balanced,88928,72760
500,2023,3,Q1,Yaris,Y,Hatchback,59885,0,59885,49,1,49,Full,32936,26948
501,2023,3,Q1,Yaris,Y+,Hatchback,64675,0,64675,74,1,74,Full,35571,29103
502,2023,3,Q1,Yaris,GL,Hatchback,69466,15,59046,34,1,34,Balanced,38206,31259
503,2023,3,Q1,Avalon,XLE,Sedan,149712,0,149712,63,4,15,Balanced,82341,67370
504,2023,3,Q1,Avalon,Limited,Sedan,161689,0,161689,30,1,30,Balanced,88928,72760
505,2023,3,Q1,Avalon,Touring,Sedan,173666,5,164982,71,4,17,Balanced,95516,78149
506,2023,3,Q1,C-HR,LE,SUV,94990,5,90240,41,1,41,Balanced,52244,42745
507,2023,3,Q1,C-HR,XLE,SUV,102589,5,97459,48,2,24,Balanced,56423,46165
508,2023,3,Q1,Supra,2.0,Sports,289100,5,274645,12,1,12,Low,159005,130095
509,2023,3,Q1,Supra,3.0,Sports,312228,0,312228,27,1,27,Balanced,171725,140502
510,2023,3,Q1,Supra,A91 Edition,Sports,335356,10,301820,43,1,43,Balanced,184445,150910
511,2023,4,Q2,Camry,LE,Sedan,105400,5,100130,71,3,23,Balanced,57970,47430
512,2023,4,Q2,Camry,SE,Sedan,113832,15,96757,76,2,38,Balanced,62607,51224
513,2023,4,Q2,Camry,XLE,Sedan,122264,0,122264,57,1,57,Full,67245,55018
514,2023,4,Q2,Camry,Hybrid LE,Sedan,130696,0,130696,33,1,33,Balanced,71882,58813
515,2023,4,Q2,Camry,Hybrid XLE,Sedan,139128,15,118258,50,1,50,Full,76520,62607
516,2023,4,Q2,Corolla,XLI,Sedan,80600,10,72540,45,1,45,Full,44330,36270
517,2023,4,Q2,Corolla,GLI,Sedan,87048,5,82695,97,4,24,Balanced,47876,39171
518,2023,4,Q2,Corolla,SE,Sedan,93496,15,79471,34,2,17,Balanced,51422,42073
519,2023,4,Q2,Corolla,Hybrid,Sedan,99944,3,96945,31,1,31,Balanced,54969,44974
520,2023,4,Q2,Land Cruiser,GX,SUV,237666,0,237666,91,2,45,Full,130716,106949
521,2023,4,Q2,Land Cruiser,VX,SUV,256680,3,248979,25,1,25,Balanced,141174,115506
522,2023,4,Q2,Land Cruiser,VXR,SUV,275693,0,275693,53,1,53,Full,151631,124061
523,2023,4,Q2,Land Cruiser,GR Sport,SUV,294706,0,294706,49,1,49,Full,162088,132617
524,2023,4,Q2,RAV4,LE,SUV,108500,0,108500,65,2,32,Balanced,59675,48825
525,2023,4,Q2,RAV4,XLE,SUV,117180,5,111321,68,2,34,Balanced,64449,52731
526,2023,4,Q2,RAV4,Adventure,SUV,125860,10,113274,44,1,44,Balanced,69223,56637
527,2023,4,Q2,RAV4,Hybrid,SUV,134540,0,134540,44,1,44,Balanced,73997,60543
528,2023,4,Q2,Hilux,GL,Pickup,87833,5,83441,23,1,23,Balanced,48308,39524
529,2023,4,Q2,Hilux,SR5,Pickup,94860,0,94860,100,2,50,Full,52173,42687
530,2023,4,Q2,Hilux,TRD,Pickup,101886,0,101886,63,1,63,Full,56037,45848
531,2023,4,Q2,Fortuner,GX,SUV,139500,5,132525,64,1,64,Full,76725,62775
532,2023,4,Q2,Fortuner,VX,SUV,150660,10,135594,76,3,25,Balanced,82863,67797
533,2023,4,Q2,Fortuner,TRD Sportivo,SUV,161820,0,161820,29,1,29,Balanced,89001,72819
534,2023,4,Q2,Yaris,Y,Hatchback,59933,15,50943,71,2,35,Balanced,32963,26969
535,2023,4,Q2,Yaris,Y+,Hatchback,64728,10,58255,9,1,9,Low,35600,29127
536,2023,4,Q2,Yaris,GL,Hatchback,69522,7,64655,13,1,13,Low,38237,31284
537,2023,4,Q2,Avalon,XLE,Sedan,149833,0,149833,35,1,35,Balanced,82408,67424
538,2023,4,Q2,Avalon,Limited,Sedan,161820,5,153729,15,1,15,Balanced,89001,72819
539,2023,4,Q2,Avalon,Touring,Sedan,173806,3,168591,60,1,60,Full,95593,78212
540,2023,4,Q2,C-HR,LE,SUV,95066,0,95066,51,2,25,Balanced,52286,42779
541,2023,4,Q2,C-HR,XLE,SUV,102672,0,102672,91,4,22,Balanced,56469,46202
542,2023,4,Q2,Supra,2.0,Sports,289333,7,269079,23,1,23,Balanced,159133,130199
543,2023,4,Q2,Supra,3.0,Sports,312480,0,312480,40,1,40,Balanced,171864,140616
544,2023,4,Q2,Supra,A91 Edition,Sports,335626,0,335626,55,1,55,Full,184594,151031
545,2023,5,Q2,Camry,LE,Sedan,105485,10,94936,51,1,51,Full,58016,47468
546,2023,5,Q2,Camry,SE,Sedan,113923,0,113923,36,1,36,Balanced,62657,51265
547,2023,5,Q2,Camry,XLE,Sedan,122362,0,122362,77,3,25,Balanced,67299,55062
548,2023,5,Q2,Camry,Hybrid LE,Sedan,130801,7,121644,76,2,38,Balanced,71940,58860
549,2023,5,Q2,Camry,Hybrid XLE,Sedan,139240,5,132278,125,4,31,Balanced,76582,62658
550,2023,5,Q2,Corolla,XLI,Sedan,80665,0,80665,45,2,22,Balanced,44365,36299
551,2023,5,Q2,Corolla,GLI,Sedan,87118,5,82762,46,2,23,Balanced,47914,39203
552,2023,5,Q2,Corolla,SE,Sedan,93571,0,93571,52,1,52,Full,51464,42106
553,2023,5,Q2,Corolla,Hybrid,Sedan,100024,5,95022,38,1,38,Balanced,55013,45010
554,2023,5,Q2,Land Cruiser,GX,SUV,237858,0,237858,31,1,31,Balanced,130821,107036
555,2023,5,Q2,Land Cruiser,VX,SUV,256887,15,218353,52,2,26,Balanced,141287,115599
556,2023,5,Q2,Land Cruiser,VXR,SUV,275915,3,267637,52,1,52,Full,151753,124161
557,2023,5,Q2,Land Cruiser,GR Sport,SUV,294944,10,265449,37,1,37,Balanced,162219,132724
558,2023,5,Q2,RAV4,LE,SUV,108587,0,108587,66,2,33,Balanced,59722,48864
