Review_ID,Transaction_ID,Sale_Date,Year,Month,Branch_ID,City,Model,Variant,Overall_Rating,Car_Quality_Rating,Customer_Service_Rating,Price_Rating,Maintenance_Rating,Purchase_Experience_Rating,Reliability_Rating,Review_Text,Would_Recommend,Returned,Refund_Amount
1118,40514,4/10/2025,2025,4,14,Jeddah,Camry,SE,5,5,5,5,5,4,5,Great service,Yes,No,0
1119,33201,10/1/2024,2024,10,11,Jeddah,Hilux,GL,3,3,3,5,2,3,4,Average,Maybe,No,0
1120,41773,5/8/2025,2025,5,3,Riyadh,Fortuner,TRD Sportivo,3,2,3,3,3,3,1,Not the best,Maybe,No,0
1121,31506,9/7/2024,2024,9,34,Hail,Corolla,SE,5,5,5,4,4,5,5,Best purchase ever,Yes,No,0
1122,10891,1/5/2023,2023,1,19,Dammam,Yaris,Y+,5,5,5,5,5,5,5,Amazing quality,Yes,No,0
1123,9126,11/4/2022,2022,11,1,Riyadh,Hilux,GL,5,5,5,4,5,5,5,Amazing quality,Yes,No,0
1124,5937,7/8/2022,2022,7,30,Abha,Corolla,SE,5,5,5,5,5,5,5,Amazing quality,Yes,No,0
1125,49053,11/5/2025,2025,11,4,Riyadh,Corolla,XLI,5,4,4,5,5,3,3,Amazing quality,Yes,No,0
1126,40870,4/20/2025,2025,4,32,Tabuk,RAV4,XLE,3,3,3,2,1,3,3,Not the best,Maybe,No,0
1127,48292,10/12/2025,2025,10,31,Abha,Camry,LE,5,5,4,5,5,4,3,Great service,Yes,No,0
1128,37855,2/21/2025,2025,2,38,Najran,Hilux,GL,5,4,4,5,4,5,5,Highly recommended,Yes,No,0
1129,16977,7/22/2023,2023,7,3,Riyadh,Camry,SE,2,1,2,1,1,1,2,Overpriced,No,No,0
1130,41069,4/17/2025,2025,4,3,Riyadh,Camry,XLE,4,4,5,4,3,3,3,Good experience,Yes,No,0
1131,7593,9/10/2022,2022,9,10,Jeddah,Corolla,GLI,4,5,4,4,4,3,2,Satisfied,Yes,Yes,91207
1132,49692,12/26/2025,2025,12,39,Al Baha,Fortuner,VX,5,4,4,5,4,5,3,Amazing quality,Yes,No,0
1133,20277,10/9/2023,2023,10,13,Jeddah,Fortuner,TRD Sportivo,5,5,5,5,5,3,5,Highly recommended,Yes,No,0
1134,44964,8/18/2025,2025,8,22,Makkah,Corolla,SE,3,2,2,3,3,3,3,Okay,Maybe,No,0
1135,37960,2/19/2025,2025,2,17,Dammam,Fortuner,VX,5,5,5,5,5,5,4,Best purchase ever,Yes,No,0
1136,25425,3/26/2024,2024,3,10,Jeddah,Camry,Hybrid LE,5,4,5,5,3,5,4,Highly recommended,Yes,No,0
1137,11108,1/10/2023,2023,1,35,Hail,Corolla,Hybrid,5,4,4,5,5,5,5,Highly recommended,Yes,No,0
1138,20680,11/10/2023,2023,11,35,Hail,Camry,Hybrid XLE,5,3,4,5,5,5,5,Amazing quality,Yes,No,0
1139,50421,12/11/2025,2025,12,23,Makkah,Corolla,GLI,5,5,5,5,4,4,4,Excellent car!,Yes,No,0
1140,47632,10/15/2025,2025,10,2,Riyadh,Corolla,GLI,2,1,1,1,1,1,2,Poor service,No,No,0
1141,31790,9/24/2024,2024,9,31,Abha,Camry,Hybrid XLE,5,2,4,5,4,3,5,Great service,Yes,No,0
1142,37890,2/3/2025,2025,2,26,Madinah,Corolla,GLI,4,3,4,4,3,4,4,Satisfied,Yes,No,0
1143,43686,7/7/2025,2025,7,23,Makkah,RAV4,Hybrid,4,4,3,3,5,5,4,Very good,Yes,No,0
1144,8452,10/13/2022,2022,10,24,Madinah,RAV4,XLE,5,5,4,5,3,3,4,Best purchase ever,Yes,No,0
1145,41131,4/2/2025,2025,4,9,Jeddah,Camry,LE,5,5,3,5,4,3,4,Highly recommended,Yes,No,0
1146,34128,11/20/2024,2024,11,15,Dammam,Corolla,GLI,5,3,5,5,5,5,4,Great service,Yes,No,0
1147,45684,9/25/2025,2025,9,12,Jeddah,Hilux,TRD,5,4,4,3,4,4,5,Best purchase ever,Yes,No,0
1148,2516,3/14/2022,2022,3,6,Riyadh,Hilux,GL,1,2,1,1,1,1,1,Terrible,No,No,0
1149,41583,5/2/2025,2025,5,15,Dammam,RAV4,XLE,5,4,4,5,5,5,5,Best purchase ever,Yes,No,0
1150,20402,11/4/2023,2023,11,11,Jeddah,Camry,LE,3,4,2,1,3,2,3,Needs improvement,Maybe,No,0
1151,43490,6/24/2025,2025,6,26,Madinah,RAV4,XLE,5,5,5,5,4,5,4,Great service,Yes,No,0
1152,5523,7/7/2022,2022,7,27,Khobar,Corolla,SE,5,5,4,3,5,3,5,Great service,Yes,No,0
1153,38311,3/23/2025,2025,3,15,Dammam,Land Cruiser,VXR,4,3,4,4,5,4,4,Reliable car,Yes,No,0
1154,18219,9/22/2023,2023,9,19,Dammam,Fortuner,GX,5,5,5,4,4,4,5,Amazing quality,Yes,No,0
1155,20085,10/10/2023,2023,10,16,Dammam,Hilux,GL,5,5,4,5,4,3,5,Excellent car!,Yes,No,0
1156,37088,2/27/2025,2025,2,3,Riyadh,Corolla,SE,5,5,5,5,5,5,5,Best purchase ever,Yes,No,0
1157,21057,11/28/2023,2023,11,34,Hail,Corolla,XLI,5,4,3,3,4,4,5,Amazing quality,Yes,No,0
1158,16321,6/20/2023,2023,6,19,Dammam,Corolla,GLI,1,2,1,1,1,2,1,Regret buying,No,No,0
1159,6690,8/6/2022,2022,8,36,Jazan,Camry,LE,5,4,5,4,5,4,4,Amazing quality,Yes,No,0
1160,49279,11/13/2025,2025,11,23,Makkah,Camry,LE,5,5,4,5,4,5,4,Best purchase ever,Yes,No,0
1161,13756,4/7/2023,2023,4,21,Makkah,Corolla,SE,5,4,4,5,5,5,4,Excellent car!,Yes,No,0
1162,12484,3/21/2023,2023,3,34,Hail,RAV4,XLE,5,5,5,3,5,5,5,Excellent car!,Yes,No,0
1163,8884,11/7/2022,2022,11,24,Madinah,Corolla,GLI,5,5,4,5,5,4,5,Excellent car!,Yes,No,0
1164,30768,8/16/2024,2024,8,35,Hail,Land Cruiser,GX,2,2,1,1,4,2,1,Not satisfied,No,No,0
1165,38530,3/4/2025,2025,3,21,Makkah,Corolla,SE,5,5,5,5,5,5,4,Excellent car!,Yes,No,0
1166,38648,3/7/2025,2025,3,7,Riyadh,Corolla,SE,5,4,5,4,5,4,4,Best purchase ever,Yes,No,0
1167,31834,9/5/2024,2024,9,29,Khobar,Camry,Hybrid XLE,4,3,3,5,4,4,2,Very good,Yes,No,0
1168,28267,5/17/2024,2024,5,19,Dammam,RAV4,LE,4,5,4,5,3,3,3,Worth it,Yes,No,0
1169,50176,12/24/2025,2025,12,15,Dammam,Corolla,Hybrid,5,5,5,3,4,3,4,Highly recommended,Yes,No,0
1170,24966,3/7/2024,2024,3,26,Madinah,Corolla,SE,4,3,3,2,2,2,4,Good experience,Yes,No,0
1171,30283,8/5/2024,2024,8,33,Tabuk,Land Cruiser,GX,5,5,4,4,5,3,5,Excellent car!,Yes,No,0
1172,20274,10/12/2023,2023,10,25,Madinah,Camry,LE,5,5,4,4,4,5,4,Amazing quality,Yes,No,0
1173,17248,7/26/2023,2023,7,17,Dammam,Camry,XLE,5,5,5,5,5,4,5,Amazing quality,Yes,No,0
1174,39457,3/26/2025,2025,3,21,Makkah,Fortuner,GX,4,2,3,2,4,4,3,Very good,Yes,No,0
1175,263,1/5/2022,2022,1,11,Jeddah,RAV4,Hybrid,5,5,5,5,5,5,5,Best purchase ever,Yes,No,0
1176,8909,11/18/2022,2022,11,21,Makkah,Land Cruiser,VX,5,4,4,5,4,5,4,Amazing quality,Yes,No,0
1177,19828,10/23/2023,2023,10,37,Jazan,Camry,Hybrid LE,5,4,3,4,5,4,5,Excellent car!,Yes,No,0
1178,42498,5/25/2025,2025,5,17,Dammam,Corolla,GLI,5,5,4,5,5,5,4,Amazing quality,Yes,No,0
1179,27449,5/10/2024,2024,5,31,Abha,Yaris,Y+,5,4,4,5,5,5,4,Best purchase ever,Yes,No,0
1180,43334,6/20/2025,2025,6,18,Dammam,Corolla,SE,5,5,5,5,3,5,4,Highly recommended,Yes,No,0
1181,26883,4/16/2024,2024,4,6,Riyadh,Yaris,GL,5,4,5,2,5,4,5,Best purchase ever,Yes,No,0
1182,21797,12/18/2023,2023,12,5,Riyadh,Camry,SE,5,4,5,5,4,4,5,Excellent car!,Yes,No,0
1183,11063,1/22/2023,2023,1,2,Riyadh,RAV4,Hybrid,3,1,1,3,3,1,3,Average,Maybe,No,0
1184,39341,3/21/2025,2025,3,1,Riyadh,Camry,Hybrid XLE,4,3,3,3,4,3,3,Reliable car,Yes,No,0
1185,33238,10/21/2024,2024,10,34,Hail,Fortuner,VX,5,5,5,4,5,4,5,Amazing quality,Yes,No,0
1186,11733,2/2/2023,2023,2,37,Jazan,Camry,Hybrid LE,5,3,4,5,4,4,4,Excellent car!,Yes,No,0
1187,9283,11/24/2022,2022,11,20,Makkah,Land Cruiser,VXR,4,3,3,4,4,4,2,Very good,Yes,No,0
1188,6330,8/20/2022,2022,8,29,Khobar,RAV4,Adventure,4,5,3,3,3,3,4,Good experience,Yes,No,0
1189,26134,4/4/2024,2024,4,40,Arar,Corolla,Hybrid,4,4,3,4,3,3,3,Worth it,Yes,No,0
1190,39291,3/18/2025,2025,3,9,Jeddah,Fortuner,VX,5,4,5,5,5,5,5,Best purchase ever,Yes,No,0
1191,12725,3/9/2023,2023,3,7,Riyadh,Fortuner,GX,5,4,4,3,5,4,5,Highly recommended,Yes,No,0
1192,12614,3/23/2023,2023,3,14,Jeddah,Yaris,Y,4,3,3,5,4,4,2,Worth it,Yes,No,0
1193,28155,5/23/2024,2024,5,8,Riyadh,Yaris,Y+,4,4,4,3,3,4,3,Satisfied,Yes,No,0
1194,44424,7/5/2025,2025,7,39,Al Baha,Land Cruiser,GX,5,5,4,4,4,5,5,Amazing quality,Yes,No,0
1195,50050,12/3/2025,2025,12,37,Jazan,RAV4,Adventure,5,4,5,4,5,4,5,Excellent car!,Yes,No,0
1196,28407,6/16/2024,2024,6,25,Madinah,Land Cruiser,GX,5,5,5,4,4,5,4,Great service,Yes,No,0
1197,45623,8/28/2025,2025,8,27,Khobar,Camry,LE,4,3,4,5,4,3,3,Good experience,Yes,Yes,102345
1198,9846,12/3/2022,2022,12,7,Riyadh,Camry,LE,5,5,4,4,5,4,3,Excellent car!,Yes,No,0
1199,17238,7/18/2023,2023,7,14,Jeddah,Camry,LE,4,3,4,4,4,3,4,Reliable car,Yes,No,0
1200,12825,3/6/2023,2023,3,26,Madinah,Camry,Hybrid LE,1,1,2,2,1,1,2,Regret buying,No,No,0
1201,45268,8/3/2025,2025,8,9,Jeddah,Fortuner,GX,3,4,2,3,3,3,2,Not the best,Maybe,No,0
1202,28971,6/26/2024,2024,6,37,Jazan,Fortuner,TRD Sportivo,3,3,4,3,3,4,3,Not the best,Maybe,No,0
1203,40025,4/24/2025,2025,4,33,Tabuk,Corolla,GLI,5,4,5,3,5,5,5,Highly recommended,Yes,No,0
1204,32894,10/3/2024,2024,10,39,Al Baha,Camry,Hybrid XLE,5,4,3,4,4,4,4,Excellent car!,Yes,No,0
1205,13688,4/23/2023,2023,4,30,Abha,Corolla,Hybrid,3,4,2,2,3,3,2,Needs improvement,Maybe,No,0
1206,32546,10/22/2024,2024,10,10,Jeddah,Camry,Hybrid LE,5,4,4,4,4,5,5,Best purchase ever,Yes,No,0
1207,25660,3/3/2024,2024,3,33,Tabuk,Corolla,GLI,5,5,4,4,4,3,5,Excellent car!,Yes,No,0
1208,13625,4/26/2023,2023,4,26,Madinah,Hilux,SR5,5,5,4,4,4,3,5,Great service,Yes,No,0
1209,17600,8/11/2023,2023,8,17,Dammam,Camry,LE,3,3,3,3,1,2,4,Okay,Maybe,No,0
1210,28480,6/18/2024,2024,6,38,Najran,Fortuner,VX,5,5,5,5,5,5,5,Amazing quality,Yes,No,0
1211,16766,7/20/2023,2023,7,18,Dammam,Avalon,Limited,5,5,5,5,5,5,4,Excellent car!,Yes,No,0
1212,41424,5/26/2025,2025,5,38,Najran,RAV4,Hybrid,2,1,1,1,1,1,1,Overpriced,No,No,0
1213,15459,5/10/2023,2023,5,15,Dammam,Fortuner,TRD Sportivo,5,5,5,4,5,4,5,Best purchase ever,Yes,No,0
1214,24158,2/21/2024,2024,2,38,Najran,Corolla,SE,1,1,2,1,1,1,1,Terrible,No,No,0
1215,23091,1/16/2024,2024,1,4,Riyadh,Camry,XLE,4,3,4,3,4,4,4,Good experience,Yes,No,0
1216,10802,1/27/2023,2023,1,12,Jeddah,Corolla,SE,5,3,4,4,5,5,4,Highly recommended,Yes,No,0
1217,17532,8/25/2023,2023,8,36,Jazan,Fortuner,GX,5,5,4,5,5,5,4,Highly recommended,Yes,No,0
1218,28382,6/26/2024,2024,6,28,Khobar,Land Cruiser,GR Sport,4,3,4,4,4,3,5,Good experience,Yes,No,0
1219,35825,1/22/2025,2025,1,8,Riyadh,Camry,Hybrid LE,4,3,5,3,4,5,4,Satisfied,Yes,No,0
1220,39287,3/6/2025,2025,3,16,Dammam,Corolla,GLI,4,3,3,4,4,3,4,Satisfied,Yes,No,0
1221,477,1/18/2022,2022,1,14,Jeddah,Camry,Hybrid LE,2,2,2,2,1,2,3,Maintenance issues,No,No,0
1222,9025,11/28/2022,2022,11,15,Dammam,Fortuner,TRD Sportivo,5,5,5,4,5,5,4,Amazing quality,Yes,No,0
1223,41860,5/20/2025,2025,5,37,Jazan,Land Cruiser,GR Sport,5,4,5,5,3,3,4,Excellent car!,Yes,No,0
1224,31719,9/16/2024,2024,9,32,Tabuk,RAV4,XLE,2,2,2,2,1,2,2,Not satisfied,No,No,0
1225,17116,7/17/2023,2023,7,29,Khobar,Corolla,Hybrid,4,5,4,5,2,4,3,Worth it,Yes,No,0
1226,25456,3/15/2024,2024,3,35,Hail,Camry,SE,5,4,5,4,3,5,4,Excellent car!,Yes,No,0
1227,6836,9/19/2022,2022,9,2,Riyadh,Camry,Hybrid XLE,5,4,3,4,5,4,5,Best purchase ever,Yes,No,0
1228,8719,11/26/2022,2022,11,19,Dammam,Land Cruiser,GR Sport,5,5,4,5,5,5,4,Highly recommended,Yes,No,0
1229,16546,6/17/2023,2023,6,32,Tabuk,RAV4,LE,5,5,5,4,5,5,4,Best purchase ever,Yes,No,0
1230,19487,10/24/2023,2023,10,7,Riyadh,Hilux,TRD,5,4,3,5,4,3,4,Amazing quality,Yes,No,0
1231,41602,5/6/2025,2025,5,22,Makkah,Camry,Hybrid LE,1,1,2,1,1,2,1,Worst experience,No,No,0
1232,11484,2/16/2023,2023,2,37,Jazan,RAV4,LE,4,4,4,4,3,5,3,Very good,Yes,No,0
1233,15872,6/21/2023,2023,6,30,Abha,RAV4,XLE,5,5,4,4,5,5,4,Best purchase ever,Yes,No,0
1234,16504,6/22/2023,2023,6,26,Madinah,Corolla,Hybrid,3,2,2,2,3,2,3,Fair experience,Maybe,No,0
1235,12924,3/13/2023,2023,3,27,Khobar,RAV4,Adventure,5,4,4,5,4,5,4,Excellent car!,Yes,No,0
1236,8746,11/16/2022,2022,11,26,Madinah,Land Cruiser,GR Sport,4,5,3,5,4,3,3,Reliable car,Yes,No,0
1237,32485,10/2/2024,2024,10,31,Abha,Hilux,TRD,4,4,3,3,4,4,4,Worth it,Yes,No,0
1238,32207,9/9/2024,2024,9,10,Jeddah,Corolla,GLI,3,1,1,3,2,4,4,Fair experience,Maybe,No,0
1239,6393,8/18/2022,2022,8,16,Dammam,Corolla,GLI,5,5,4,5,5,5,4,Great service,Yes,Yes,86917
1240,16141,6/14/2023,2023,6,25,Madinah,Corolla,GLI,5,3,5,4,5,4,5,Great service,Yes,No,0
1241,22534,1/4/2024,2024,1,31,Abha,Fortuner,GX,5,5,4,5,3,5,5,Excellent car!,Yes,No,0
1242,4986,6/23/2022,2022,6,11,Jeddah,RAV4,XLE,5,5,5,4,5,5,4,Excellent car!,Yes,No,0
1243,35335,12/11/2024,2024,12,26,Madinah,Corolla,XLI,4,4,4,4,3,5,3,Very good,Yes,No,0
1244,2869,4/2/2022,2022,4,40,Arar,Camry,Hybrid LE,5,5,4,4,5,3,5,Best purchase ever,Yes,No,0
1245,32366,9/15/2024,2024,9,7,Riyadh,C-HR,LE,5,5,4,5,5,5,4,Excellent car!,Yes,No,0
1246,1031,2/12/2022,2022,2,37,Jazan,Fortuner,TRD Sportivo,3,2,2,1,3,2,3,Needs improvement,Maybe,No,0
1247,26010,4/20/2024,2024,4,40,Arar,Camry,Hybrid LE,5,5,5,3,5,5,5,Great service,Yes,No,0
1248,1407,2/14/2022,2022,2,37,Jazan,Camry,SE,5,4,5,5,3,4,4,Great service,Yes,No,0
1249,29118,6/13/2024,2024,6,1,Riyadh,Land Cruiser,GR Sport,2,1,2,1,1,1,2,Poor service,No,No,0
1250,30308,8/17/2024,2024,8,15,Dammam,Corolla,GLI,5,4,5,5,5,4,5,Great service,Yes,No,0
1251,40834,4/6/2025,2025,4,32,Tabuk,Camry,SE,4,4,4,5,2,4,3,Good experience,Yes,No,0
1252,46203,9/11/2025,2025,9,30,Abha,Corolla,SE,3,3,1,2,2,3,2,Okay,Maybe,No,0
1253,43947,7/14/2025,2025,7,27,Khobar,Camry,LE,5,5,4,5,5,5,5,Excellent car!,Yes,No,0
1254,15434,5/10/2023,2023,5,6,Riyadh,Camry,LE,5,5,5,4,4,5,4,Best purchase ever,Yes,No,0
1255,20411,11/23/2023,2023,11,1,Riyadh,RAV4,Hybrid,5,4,5,4,4,4,5,Highly recommended,Yes,No,0
1256,11934,2/27/2023,2023,2,31,Abha,RAV4,Hybrid,5,4,4,4,5,5,4,Excellent car!,Yes,No,0
1257,34606,11/9/2024,2024,11,14,Jeddah,Camry,LE,5,5,5,5,3,5,4,Excellent car!,Yes,No,0
1258,38740,3/12/2025,2025,3,30,Abha,Corolla,SE,5,4,4,5,3,5,5,Great service,Yes,No,0
1259,6021,7/26/2022,2022,7,40,Arar,Land Cruiser,VX,4,4,3,3,3,3,4,Very good,Yes,No,0
1260,20848,11/6/2023,2023,11,20,Makkah,Corolla,Hybrid,3,3,2,3,2,3,2,Fair experience,Maybe,No,0
1261,15972,6/12/2023,2023,6,28,Khobar,Land Cruiser,GR Sport,5,5,5,4,5,5,5,Best purchase ever,Yes,No,0
1262,3919,5/23/2022,2022,5,25,Madinah,Corolla,Hybrid,5,3,3,5,5,5,5,Amazing quality,Yes,No,0
1263,20815,11/18/2023,2023,11,19,Dammam,Camry,XLE,5,5,5,5,4,5,5,Excellent car!,Yes,No,0
1264,15665,5/6/2023,2023,5,18,Dammam,RAV4,XLE,4,3,3,4,5,3,4,Reliable car,Yes,No,0
1265,9655,12/5/2022,2022,12,23,Makkah,Camry,Hybrid LE,5,5,5,4,5,4,5,Great service,Yes,No,0
1266,44730,8/8/2025,2025,8,19,Dammam,Camry,Hybrid XLE,5,5,4,5,5,3,4,Excellent car!,Yes,No,0
1267,28533,6/8/2024,2024,6,28,Khobar,RAV4,Hybrid,4,4,4,2,4,4,3,Worth it,Yes,No,0
1268,48304,10/20/2025,2025,10,34,Hail,Camry,Hybrid LE,4,3,3,3,5,3,4,Satisfied,Yes,No,0
1269,15726,5/9/2023,2023,5,4,Riyadh,Hilux,SR5,4,4,1,2,4,3,2,Worth it,Yes,No,0
1270,3863,5/15/2022,2022,5,18,Dammam,Land Cruiser,GR Sport,5,4,4,4,4,3,3,Great service,Yes,No,0
1271,45847,9/14/2025,2025,9,9,Jeddah,RAV4,LE,3,3,2,2,2,3,2,Okay,Maybe,No,0
1272,31660,9/4/2024,2024,9,25,Madinah,Land Cruiser,VX,5,5,5,4,5,4,4,Great service,Yes,No,0
1273,35175,12/14/2024,2024,12,7,Riyadh,Corolla,XLI,4,2,3,4,5,3,4,Worth it,Yes,No,0
1274,43230,6/26/2025,2025,6,20,Makkah,RAV4,Hybrid,5,5,4,5,3,4,5,Great service,Yes,No,0
1275,36809,1/27/2025,2025,1,25,Madinah,Camry,XLE,3,3,1,4,2,2,4,Average,Maybe,No,0
1276,24209,2/4/2024,2024,2,39,Al Baha,RAV4,Adventure,4,3,2,3,3,4,5,Good experience,Yes,No,0
1277,35568,12/7/2024,2024,12,24,Madinah,Corolla,GLI,3,4,1,3,4,3,1,Needs improvement,Maybe,No,0
1278,38152,2/20/2025,2025,2,4,Riyadh,Corolla,XLI,3,1,1,2,2,3,3,Average,Maybe,No,0
1279,21505,12/10/2023,2023,12,17,Dammam,RAV4,Hybrid,5,2,5,4,4,4,4,Highly recommended,Yes,No,0
1280,34824,12/19/2024,2024,12,36,Jazan,Camry,SE,4,3,3,2,3,4,4,Worth it,Yes,No,0
1281,14533,4/2/2023,2023,4,40,Arar,RAV4,XLE,5,5,4,4,4,4,4,Best purchase ever,Yes,No,0
1282,47736,10/3/2025,2025,10,39,Al Baha,Fortuner,TRD Sportivo,4,4,5,5,4,3,3,Good experience,Yes,No,0
1283,3883,5/5/2022,2022,5,27,Khobar,Hilux,GL,5,4,5,5,4,4,5,Best purchase ever,Yes,Yes,86797
1284,30907,8/22/2024,2024,8,10,Jeddah,Corolla,XLI,5,5,5,5,4,5,5,Excellent car!,Yes,No,0
1285,14792,5/19/2023,2023,5,4,Riyadh,Hilux,SR5,4,4,4,2,3,4,3,Good experience,Yes,No,0
1286,7071,9/17/2022,2022,9,28,Khobar,Corolla,GLI,5,4,4,4,4,4,3,Excellent car!,Yes,No,0
1287,21103,11/15/2023,2023,11,3,Riyadh,Camry,LE,4,3,5,1,4,3,3,Good experience,Yes,No,0
1288,9314,11/20/2022,2022,11,5,Riyadh,Corolla,GLI,4,3,4,4,4,4,4,Satisfied,Yes,No,0
1289,42953,6/25/2025,2025,6,5,Riyadh,Corolla,GLI,3,3,2,2,2,3,2,Okay,Maybe,No,0
1290,41544,5/28/2025,2025,5,22,Makkah,Land Cruiser,VX,3,2,2,3,3,1,3,Needs improvement,Maybe,No,0
1291,10601,1/9/2023,2023,1,37,Jazan,Land Cruiser,GR Sport,5,4,3,5,5,5,5,Great service,Yes,No,0
1292,32631,10/19/2024,2024,10,8,Riyadh,RAV4,Hybrid,1,1,1,1,1,1,2,Worst experience,No,No,0
1293,36393,1/19/2025,2025,1,16,Dammam,Corolla,Hybrid,3,3,3,1,1,3,3,Fair experience,Maybe,Yes,98529
1294,986,2/28/2022,2022,2,11,Jeddah,Land Cruiser,GX,4,4,5,5,4,3,2,Worth it,Yes,No,0
1295,14846,5/1/2023,2023,5,18,Dammam,Corolla,XLI,4,4,3,4,4,3,2,Satisfied,Yes,No,0
1296,9168,11/28/2022,2022,11,33,Tabuk,RAV4,XLE,5,5,5,4,5,4,4,Best purchase ever,Yes,No,0
1297,7095,9/18/2022,2022,9,32,Tabuk,Camry,XLE,5,5,5,5,4,4,5,Highly recommended,Yes,No,0
1298,47719,10/16/2025,2025,10,4,Riyadh,Hilux,SR5,5,3,5,5,5,5,5,Excellent car!,Yes,No,0
1299,30237,8/3/2024,2024,8,28,Khobar,Camry,LE,5,4,3,4,4,4,4,Best purchase ever,Yes,No,0
1300,9453,11/9/2022,2022,11,27,Khobar,Yaris,GL,5,4,4,4,5,4,4,Excellent car!,Yes,Yes,70343
1301,18955,9/2/2023,2023,9,4,Riyadh,Camry,SE,5,5,4,5,4,5,4,Excellent car!,Yes,No,0
1302,11343,2/5/2023,2023,2,4,Riyadh,RAV4,Adventure,4,3,3,3,3,4,3,Satisfied,Yes,No,0
1303,3054,4/28/2022,2022,4,30,Abha,Camry,SE,5,3,5,4,3,4,5,Best purchase ever,Yes,No,0
1304,32672,10/6/2024,2024,10,20,Makkah,Land Cruiser,GX,5,5,5,5,4,4,5,Best purchase ever,Yes,No,0
1305,2070,3/14/2022,2022,3,15,Dammam,Camry,SE,5,4,4,4,4,3,4,Best purchase ever,Yes,No,0
1306,14184,4/16/2023,2023,4,35,Hail,Corolla,GLI,5,5,3,4,4,5,4,Best purchase ever,Yes,No,0
1307,18863,9/22/2023,2023,9,40,Arar,Camry,XLE,5,5,4,5,4,4,3,Best purchase ever,Yes,No,0
1308,36807,1/28/2025,2025,1,5,Riyadh,Camry,LE,5,4,4,5,3,5,5,Amazing quality,Yes,No,0
1309,5265,6/1/2022,2022,6,22,Makkah,Corolla,Hybrid,5,4,3,4,4,5,4,Amazing quality,Yes,No,0
1310,19512,10/28/2023,2023,10,8,Riyadh,RAV4,Adventure,4,3,5,3,3,4,4,Very good,Yes,No,0
1311,47727,10/1/2025,2025,10,15,Dammam,Yaris,Y,5,4,4,5,5,4,4,Great service,Yes,No,0
1312,16108,6/26/2023,2023,6,2,Riyadh,Camry,Hybrid XLE,4,4,3,5,3,2,4,Satisfied,Yes,No,0
1313,7651,9/4/2022,2022,9,7,Riyadh,Fortuner,VX,5,5,4,4,4,5,5,Highly recommended,Yes,No,0
1314,9595,12/20/2022,2022,12,28,Khobar,Hilux,TRD,4,3,3,3,4,4,3,Very good,Yes,No,0
1315,13460,3/23/2023,2023,3,12,Jeddah,RAV4,Hybrid,5,4,5,5,4,4,5,Highly recommended,Yes,No,0
1316,47249,10/24/2025,2025,10,13,Jeddah,Camry,SE,4,4,4,3,4,3,2,Satisfied,Yes,No,0
1317,25378,3/3/2024,2024,3,16,Dammam,RAV4,Hybrid,5,5,5,5,5,4,4,Highly recommended,Yes,No,0
1318,6928,9/22/2022,2022,9,19,Dammam,Corolla,Hybrid,5,4,5,4,3,4,5,Great service,Yes,No,0
1319,14166,4/12/2023,2023,4,10,Jeddah,Hilux,TRD,5,5,5,4,5,5,5,Highly recommended,Yes,No,0
1320,36233,1/26/2025,2025,1,30,Abha,Yaris,Y+,2,3,2,2,1,1,1,Disappointing,No,No,0
1321,19037,9/13/2023,2023,9,38,Najran,Camry,Hybrid LE,5,4,5,5,4,5,5,Amazing quality,Yes,No,0
1322,38250,3/25/2025,2025,3,17,Dammam,Corolla,Hybrid,5,5,5,4,5,5,5,Amazing quality,Yes,No,0
1323,50693,12/25/2025,2025,12,24,Madinah,RAV4,Hybrid,5,5,4,5,4,4,4,Best purchase ever,Yes,No,0
1324,32143,9/11/2024,2024,9,24,Madinah,Camry,SE,3,3,2,3,3,3,3,Not the best,Maybe,No,0
1325,6917,9/5/2022,2022,9,2,Riyadh,Hilux,SR5,3,3,2,2,2,3,3,Average,Maybe,No,0
1326,48717,11/3/2025,2025,11,36,Jazan,Yaris,Y+,5,3,4,5,2,4,5,Excellent car!,Yes,No,0
1327,315,1/18/2022,2022,1,20,Makkah,Camry,XLE,5,5,5,5,4,5,5,Highly recommended,Yes,No,0
1328,12147,2/13/2023,2023,2,19,Dammam,Fortuner,VX,4,4,2,4,4,3,2,Satisfied,Yes,No,0
1329,16270,6/8/2023,2023,6,40,Arar,Camry,XLE,5,5,4,5,5,5,3,Great service,Yes,No,0
1330,29348,7/1/2024,2024,7,3,Riyadh,Camry,Hybrid XLE,4,3,4,3,5,4,4,Very good,Yes,No,0
1331,34535,11/1/2024,2024,11,6,Riyadh,RAV4,XLE,5,5,4,3,4,5,4,Highly recommended,Yes,No,0
1332,17096,7/17/2023,2023,7,2,Riyadh,Land Cruiser,VXR,5,4,4,5,5,3,5,Great service,Yes,No,0
1333,42937,6/27/2025,2025,6,21,Makkah,Corolla,XLI,5,4,5,5,5,4,4,Great service,Yes,No,0
1334,30332,8/24/2024,2024,8,18,Dammam,Camry,XLE,5,3,5,3,3,4,4,Great service,Yes,No,0
1335,5518,7/18/2022,2022,7,39,Al Baha,Camry,LE,4,4,3,3,3,3,4,Very good,Yes,No,0
1336,14444,4/22/2023,2023,4,24,Madinah,Camry,XLE,5,4,4,5,5,4,4,Great service,Yes,No,0
1337,5932,7/22/2022,2022,7,16,Dammam,Land Cruiser,VX,3,2,3,4,5,2,1,Not the best,Maybe,No,0
